gene_oid,Locus Tag,Gene Product Name,Genome ID,Genome Name,Gene Symbol,GenBank Accession,Chromosome,Start Coord,End Coord,Strand,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Locus Type,Is Pseudogene,Is Obsolete,Is Partial Gene,Add Date,Is Public,Transmembrane Helices,Signal Peptides,Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,Pfam,Tigrfam,Enzyme,KO,IMG Term,Alt. Contact Email,Alt. Contact Name,Alt2. Contact Emails (GOLD),Alt2. Contact Names (GOLD),Altitude,Bioproject Accession,Biosample Accession,Biotic Relationships,Cell Arrangement,Cell Shape,Chlorophyll concentration,Clade,Contact Email,Contact Name,Culture Type,Cultured,Depth,Diseases,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Energy Source,Funding Program,Geographic Location,GOLD Sequencing Depth,GOLD Sequencing Quality,GOLD Sequencing Strategy,GPTS Proposal Id,Gram Staining,Habitat,HMP ID,Host Gender,Host Name,Isolation,Isolation Country,ITS PID,ITS Proposal Id,Latitude,Longhurst Code,Longhurst Description,Longitude,Medical Record Number,Metabolism,Motility,Nitrate Concentration,Oxygen concentration,Oxygen Requirement,pH,Phenotype,PMO Project ID,Pressure,Project / Study Name,Proportal Isolation,Proportal Ocean,Proportal Station,Proportal WOA Dissolved Oxygen,Proportal WOA Nitrate,Proportal WOA Phosphate,Proportal WOA Salinity,Proportal WOA Silicate,Proportal WOA Temperature,Relevance,Replicate,Salinity,Salinity Concentration,Sample Body Site,Sample Body Subsite,Sample Collection Date ,Sample Collection Temperature,Seq Status,Sequencing Method,Specific Ecosystem,Sporulation,Temperature Range,Type Strain,Uncultured Type,Visits
2526021188,H978DRAFT_0982,Signal transduction histidine kinase,2524614846,Alteromonas sp. ALT199,,,,1130309,1132312,+,2004,667,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,,pfam00072 - Response_reg<br/><br/>pfam02518 - HATPase_c<br/><br/>pfam00512 - HisKA<br/><br/>,,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526023374,H978DRAFT_3168,"two-component system, chemotaxis family, response regulator CheB",2524614846,Alteromonas sp. ALT199,,,,3642350,3643396,-,1047,348,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,"COG2201 - Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains<br/><br/>",pfam00072 - Response_reg<br/><br/>pfam01339 - CheB_methylest<br/><br/>,,EC:3.1.1.61 - Protein-glutamate methylesterase.<br/><br/>,"KO:K03412 - cheB; two-component system, chemotaxis family, response regulator CheB [EC:3.1.1.61]<br/><br/>",,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526022706,H978DRAFT_2500,response regulator receiver modulated diguanylate cyclase,2524614846,Alteromonas sp. ALT199,,,,2884682,2885932,+,1251,416,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,"COG3706 - Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain<br/><br/>",pfam00990 - GGDEF<br/><br/>pfam00072 - Response_reg<br/><br/>,TIGR00254 - diguanylate cyclase (GGDEF) domain<br/><br/>,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526021053,H978DRAFT_0847,Na+/proline symporter,2524614846,Alteromonas sp. ALT199,,,,979986,983426,-,3441,1146,CDS,No,No,,5/22/13,Yes,14,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,COG0591 - Na+/proline symporter<br/><br/>,pfam00072 - Response_reg<br/><br/>pfam02518 - HATPase_c<br/><br/>pfam12860 - PAS_7<br/><br/>pfam00474 - SSF<br/><br/>,,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526024241,H978DRAFT_4035,Na+/proline symporter,2524614846,Alteromonas sp. ALT199,,,,4626127,4629570,-,3444,1147,CDS,No,No,,5/22/13,Yes,12,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,COG0591 - Na+/proline symporter<br/><br/>,pfam00512 - HisKA<br/><br/>pfam12860 - PAS_7<br/><br/>pfam02518 - HATPase_c<br/><br/>pfam00072 - Response_reg<br/><br/>,,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526022171,H978DRAFT_1965,"two component transcriptional regulator, winged helix family",2524614846,Alteromonas sp. ALT199,,,,2264918,2265643,-,726,241,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,"COG0745 - DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain<br/><br/>",pfam00486 - Trans_reg_C<br/><br/>pfam00072 - Response_reg<br/><br/>,,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526022004,H978DRAFT_1798,Signal transduction histidine kinase,2524614846,Alteromonas sp. ALT199,,,,2055555,2057678,+,2124,707,CDS,No,No,,5/22/13,Yes,1,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,COG0642 - Signal transduction histidine kinase<br/><br/>,pfam02518 - HATPase_c<br/><br/>pfam00072 - Response_reg<br/><br/>pfam13675 - PilJ<br/><br/>pfam00512 - HisKA<br/><br/>,,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526021280,H978DRAFT_1074,PAS/PAC sensor hybrid histidine kinase (EC 2.7.13.3),2524614846,Alteromonas sp. ALT199,,,,1239441,1243178,+,3738,1245,CDS,No,No,,5/22/13,Yes,2,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,COG0642 - Signal transduction histidine kinase<br/><br/>,pfam02518 - HATPase_c<br/><br/>pfam00512 - HisKA<br/><br/>pfam00072 - Response_reg<br/><br/>pfam02743 - dCache_1<br/><br/>pfam00989 - PAS<br/><br/>,TIGR00229 - PAS domain S-box<br/><br/>,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526022883,H978DRAFT_2677,PAS domain S-box-containing protein,2524614846,Alteromonas sp. ALT199,,,,3098258,3101143,+,2886,961,CDS,No,No,,5/22/13,Yes,2,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,COG0642 - Signal transduction histidine kinase<br/><br/>,pfam00512 - HisKA<br/><br/>pfam00072 - Response_reg<br/><br/>pfam13426 - PAS_9<br/><br/>pfam02518 - HATPase_c<br/><br/>,TIGR00229 - PAS domain S-box<br/><br/>,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526022776,H978DRAFT_2570,Signal transduction histidine kinase,2524614846,Alteromonas sp. ALT199,,,,2963811,2966483,+,2673,890,CDS,No,No,,5/22/13,Yes,2,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,COG0642 - Signal transduction histidine kinase<br/><br/>,pfam00672 - HAMP<br/><br/>pfam00072 - Response_reg<br/><br/>pfam02518 - HATPase_c<br/><br/>pfam00512 - HisKA<br/><br/>,,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526023245,H978DRAFT_3039,"two-component system, OmpR family, response regulator CpxR",2524614846,Alteromonas sp. ALT199,,,,3491770,3492513,-,744,247,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,"COG0745 - DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain<br/><br/>",pfam00486 - Trans_reg_C<br/><br/>pfam00072 - Response_reg<br/><br/>,,,"KO:K07662 - cpxR; two-component system, OmpR family, response regulator CpxR<br/><br/>",,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526020390,H978DRAFT_0184,"two component transcriptional regulator, LuxR family",2524614846,Alteromonas sp. ALT199,,,,229246,229902,-,657,218,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,"COG2197 - DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains<br/><br/>",pfam00196 - GerE<br/><br/>pfam00072 - Response_reg<br/><br/>,,,"KO:K07686 - uhpA; two-component system, NarL family, uhpT operon response regulator UhpA<br/><br/>","2289 - two component transcriptional regulator, LuxR family<br/><br/>",_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526022663,H978DRAFT_2457,"two component transcriptional regulator, LuxR family",2524614846,Alteromonas sp. ALT199,,,,2839576,2840220,-,645,214,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,"COG2197 - DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains<br/><br/>",pfam00196 - GerE<br/><br/>pfam00072 - Response_reg<br/><br/>,,,,"2289 - two component transcriptional regulator, LuxR family<br/><br/>",_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526023359,H978DRAFT_3153,Helix-turn-helix domain-containing protein,2524614846,Alteromonas sp. ALT199,,,,3623522,3627364,-,3843,1280,CDS,No,No,,5/22/13,Yes,1,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,,pfam00072 - Response_reg<br/><br/>pfam12833 - HTH_18<br/><br/>pfam02518 - HATPase_c<br/><br/>,,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526021793,H978DRAFT_1587,"two component transcriptional regulator, LuxR family",2524614846,Alteromonas sp. ALT199,,,,1829554,1830189,-,636,211,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,"COG2197 - DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains<br/><br/>",pfam00196 - GerE<br/><br/>pfam00072 - Response_reg<br/><br/>,,,,"2289 - two component transcriptional regulator, LuxR family<br/><br/>",_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526021373,H978DRAFT_1167,multi-sensor hybrid histidine kinase (EC 2.7.13.3),2524614846,Alteromonas sp. ALT199,,,,1349507,1352842,+,3336,1111,CDS,No,No,,5/22/13,Yes,8,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,"COG3300 - MHYT domain, NO-binding membrane sensor<br/><br/>",pfam02518 - HATPase_c<br/><br/>pfam00512 - HisKA<br/><br/>pfam03707 - MHYT<br/><br/>pfam08447 - PAS_3<br/><br/>pfam00072 - Response_reg<br/><br/>pfam01627 - Hpt<br/><br/>pfam13426 - PAS_9<br/><br/>,TIGR00229 - PAS domain S-box<br/><br/>,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526023380,H978DRAFT_3174,"two-component system, chemotaxis family, response regulator CheY",2524614846,Alteromonas sp. ALT199,,,,3650499,3650864,-,366,121,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,,pfam00072 - Response_reg<br/><br/>,,,"KO:K03413 - cheY; two-component system, chemotaxis family, response regulator CheY<br/><br/>",,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526022996,H978DRAFT_2790,"two-component system, OmpR family, phosphate regulon response regulator PhoB",2524614846,Alteromonas sp. ALT199,,,,3227715,3228404,-,690,229,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,"COG0745 - DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain<br/><br/>",pfam00072 - Response_reg<br/><br/>pfam00486 - Trans_reg_C<br/><br/>,TIGR02154 - phosphate regulon transcriptional regulatory protein PhoB<br/><br/>,,"KO:K07657 - phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB<br/><br/>",,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526021187,H978DRAFT_0981,response regulator receiver modulated diguanylate cyclase,2524614846,Alteromonas sp. ALT199,,,,1129220,1130140,+,921,306,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,,pfam00072 - Response_reg<br/><br/>pfam00990 - GGDEF<br/><br/>,TIGR00254 - diguanylate cyclase (GGDEF) domain<br/><br/>,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526022983,H978DRAFT_2777,PAS domain S-box-containing protein,2524614846,Alteromonas sp. ALT199,,,,3207966,3210854,+,2889,962,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,,pfam00989 - PAS<br/><br/>pfam13426 - PAS_9<br/><br/>pfam00072 - Response_reg<br/><br/>pfam02518 - HATPase_c<br/><br/>pfam00512 - HisKA<br/><br/>,TIGR00229 - PAS domain S-box<br/><br/>,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526022984,H978DRAFT_2778,putative two-component system response regulator,2524614846,Alteromonas sp. ALT199,,,,3210838,3211917,+,1080,359,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,"COG3437 - Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains<br/><br/>",pfam01966 - HD<br/><br/>pfam00072 - Response_reg<br/><br/>,,,KO:K07814 - K07814; putative two-component system response regulator<br/><br/>,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526020892,H978DRAFT_0686,response regulator receiver protein,2524614846,Alteromonas sp. ALT199,,,,816970,817770,-,801,266,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,,pfam00072 - Response_reg<br/><br/>,,,"KO:K03413 - cheY; two-component system, chemotaxis family, response regulator CheY<br/><br/>",,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
